Smiles,AlogP,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI
O=C(/C=C/CN1CCC(N2CCCCC2)CC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,5.58,10.55,0.22,0.22,7.9
Cc1ccccc1Nc1ncnn2ccc(CN3CCC(N)CC3)c12,2.7,22.88,0.42,5,10.77
COc1ccc(/C=C2\C(=O)Nc3ccc(Cl)cc32)cc1C(C)(C)C,5.14,14.01,0.27,-0.35,12.5
O=C(/C=C/Cn1cccn1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,4.53,10.7,0.23,0.28,5.67
C/C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,4.65,12.17,0.27,0.01,6.97
O=C(Cc1cccc(Br)c1)NS(=O)(=O)c1ccccc1,2.5,12.93,0.31,2.08,7.24
Cc1ccc(S(=O)(=O)NC(=O)Cn2c([N+](=O)[O-])cnc2C)cc1,0.91,15.73,0.32,4.41,4.29
O=C(Cc1ccc(Cl)cc1)NS(=O)(=O)c1ccc(Cl)cc1,3.04,14.16,0.32,1.84,7.71
CN(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,3.64,18.51,0.4,4.21,11.2
Fc1cccc(COc2ccc(Nc3ncnc4cc(-c5cccs5)sc34)cc2Cl)c1,7.53,14.84,0.31,-0.58,14.77
O=S(=O)(CCOCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)c1ccccc1,8,11.73,0.23,-0.45,7.29
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C/c1ccc(CN2CCOCC2)cc1,6.9,12.33,0.24,-0.18,11.29
CN(C)C(=O)CN1CCN([C@H]2CC[C@H](n3nc(-c4ccc(Nc5nc6cccc(Cl)c6o5)cc4)c4c(N)ncnc43)CC2)CC1,4.8,12.19,0.23,2.87,5.7
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,6.14,11.8,0.23,0.71,6.44
Cc1ncc([N+](=O)[O-])n1CC(=O)NS(=O)(=O)c1ccc(Br)cc1,1.37,13.5,0.32,4.07,4.38
Clc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1,6.85,15.24,0.28,-1.01,37.41
N#Cc1ccccc1Oc1ccc(Nc2ncnc3cc[nH]c23)cc1Cl,5.02,22.38,0.43,3.08,9.35
OCCOCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21,5.28,18.89,0.38,3.4,10.66
[O-][S+](CCO)CCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,5.38,15.09,0.31,2.54,8.31
Cc1c(C(=O)NCCCN2CCN(C)CC2)[nH]c2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c12,4.75,9.98,0.19,0.9,5.74
CCN(CC)CCNC(=O)c1cc2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2[nH]1,5.14,10.6,0.21,0.28,5.69
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,4.26,20.64,0.45,3.36,11.39
O=C(NO)[C@H]1CC2(CC2)CN[C@@H]1C(=O)N1CC[C@H](c2ccccc2)C1,1.27,20.49,0.38,5.77,8.62
O=C(NO)[C@H]1CC(CC(=O)N2CCCC2)CN[C@@H]1C(=O)N1CC=C(c2ccccc2)CC1,1.41,18.99,0.36,6.96,8.2
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CNCCS(C)(=O)=O)cc1,5.43,11.5,0.23,1.23,7.14
CCC(=O)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OC,6.1,13.18,0.25,0.24,7.43
COCCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,4.85,15.22,0.28,3.55,7.89
CCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCC1,6.73,13.89,0.27,1.27,9.03
CCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1,5.89,12.72,0.24,1.81,8.38
COCOCC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,3.7,15.67,0.34,3.21,8.1
CCC(=O)Nc1cc2c(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)ncnc2cc1OC,4.92,13.05,0.25,1.62,5.68
O=C(/C=C/CN1CCCC1)Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,4.76,14.28,0.26,2.45,7.15
Oc1c(Br)cc(Br)cc1CN(Cc1ccc(F)cc1)C(=S)Nc1ccccc1,6.46,9.87,0.25,-1.29,14.57
O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccccc3)n2)c1)c1ccccc1Cl,7.17,14.26,0.28,0.29,8.85
O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1)Oc1ccccc1,6.71,11.48,0.22,0.06,6.39
CCN1CCN(c2ccc(Nc3nccc(-c4c(-c5cccc(NC(=O)c6c(F)cccc6F)c5)nc5sccn45)n3)cc2)CC1,6.94,12.33,0.23,0.91,8.66
CN(CCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)CCS(C)(=O)=O,4.7,11.04,0.21,1.05,6.14
CC(C)(C)NC(=O)c1ccc(N(CCCl)CCCl)cc1,3.5,13.67,0.3,0.84,13.41
O=C(Nc1ccccc1Cl)c1ccc(N(CCCl)CCCl)cc1,4.88,13.16,0.29,0.01,15.12
O=C(Nc1ccc(Cl)cc1)c1ccc(N(CCCl)CCCl)cc1,4.88,14.74,0.33,0.6,16.94
Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(Cc2ccncc2)cc1,4.35,23.05,0.42,4.03,11.66
COC(=O)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc(C(F)(F)F)c3)c(Cl)c2)NCC1,6.06,14.26,0.28,0.94,8.2
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,4.39,15.06,0.29,2.93,8.26
Cc1ccc(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)cc1,3.2,17.9,0.33,1.8,6.15
CCO[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,5.92,13.4,0.27,1.09,10.26
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)nc4)c3s2)C1)N1CCOCC1,4.1,11.04,0.21,2.25,5.73
CN(C)C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,4.7,13.47,0.26,1.01,7.04
O=C(Cc1ccc(Br)cc1)NS(=O)(=O)c1ccc(Br)cc1,3.26,10.86,0.31,1.44,7.44
O=C(Cc1cccc(Br)c1)NS(=O)(=O)c1ccc(Cl)cc1,3.15,11.91,0.3,1.48,7.32
Cc1cc(C)c(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c(C)c1,3.81,13.99,0.26,0.49,5.29
COc1cc(N2CCC(N3CCN(S(C)(=O)=O)CC3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,6.29,9,0.17,0.85,5.2
N#CC1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(Cl)ccc2n2nnnc12,3.63,10.05,0.19,1.08,3.74
CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(Cl)ccc2n2nnnc12,3.67,9,0.17,0.97,3.61
O=C(NCCN1CCCCC1)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,6.35,14.05,0.27,1.37,8.44
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,6.14,12.43,0.25,1.08,6.79
CCNCc1ccc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)[nH]1,6.91,14.11,0.28,0.26,9.57
O=C1CSC(N2N=C(c3ccc(F)cc3)CC2c2ccc(Br)cc2)=N1,4.37,12.44,0.28,0.83,11.56
Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(F)cc3)C2)cc1,3.91,15.43,0.3,1.54,12.11
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,3.41,17.42,0.32,3.44,9.17
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCCN1CCOCC1,4.97,14.83,0.29,2.16,11.98
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCCCN1CCCC1,6.13,14.66,0.28,0.89,13.97
O=C(C#CCCN1CCOCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,3.23,20,0.39,5.87,9.86
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1S,-1.04,15.34,0.31,5.39,3.64
O=C(/C=C/CN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,5.12,12.45,0.26,0.69,8.28
O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccccc3)n2)c1)c1ccccc1,6.52,16.78,0.31,1.68,9.74
CCN1CCN(c2ccc(Nc3nccc(-c4c(-c5cccc(NC(=O)c6c(F)cccc6F)c5)nc5sccn45)n3)cc2)CC1,6.94,11.25,0.21,0.22,7.9
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1,2.32,16.55,0.3,2.55,5.22
O=C1CSC(N/N=C/c2cccc(O)c2)=N1,0.95,19.36,0.39,3.61,6.15
CCOC(=O)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnn2c1,4.05,15.54,0.28,2.36,7.42
CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)OC[C@@H]1COCCN1,3.1,14.58,0.27,4.58,6.07
CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)OCCN1CCCCC1,4.59,14.02,0.26,2.96,6.96
C#Cc1cc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)ccc1F,4.34,15.73,0.29,2.78,6.74
O=[N+]([O-])c1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccccc3)n2)c1,5.17,12.6,0.24,0.05,5.31
O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc4c(c3)CCNC4)n2)c1)c1c(F)cccc1F,6.44,14.05,0.26,1.7,8.46
O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)c1,6.28,10.49,0.2,-0.11,6.38
CN1CCN(c2ccc3nc(-c4n[nH]cc4/C=C/c4cccnc4)[nH]c3c2)CC1,3.27,13.05,0.24,1.76,6.56
Cc1cc(Nc2ncnc3[nH]nc(OCCN4CCC(O)CC4)c23)ccc1OCc1ccccn1,3.21,12.95,0.24,2.95,5.08
CC(=O)N1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,3.27,13.17,0.25,3.62,5.68
Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC6CCNCC6)c45)ccc32)c1,4.28,15.17,0.28,2.87,8.8
N#Cc1n[nH]nc1-c1ccc(Cl)cc1,2,24.23,0.48,2.96,7.59
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,3.41,14.79,0.27,2.41,7.79
CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,4.19,15.3,0.33,2.33,9.3
O=C(/C=C/N1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,3.92,11.84,0.25,1.46,6.78
CS(=O)(=O)CCNC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,4.66,11.64,0.24,2.83,5.7
CCNC(=O)O[C@@H]1CN[C@@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,5.63,13.24,0.26,1.86,7.69
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1,5.36,12.01,0.24,1.94,7.46
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCc1ccccc1,2.36,15.05,0.28,2.28,4.97
Cc1cccc(C)c1NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,3.26,14.5,0.27,1.21,4.79
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1,2.75,13.84,0.25,1.71,4.78
C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12)C(N)=O,3.42,17.05,0.31,4.07,6.2
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)N1CCN(c2ccccc2)CC1,2.35,12.34,0.23,1.96,4.91
NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5ccccn5)c4)c23)CC1,3.19,16.44,0.3,4.27,7.3
COc1cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c2c1CN1CCCNCC1,3.81,13.52,0.25,2.96,8.01
NC1CCN(Cc2ccn3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c23)CC1,4.77,15.58,0.3,2.72,9.29
Fc1cccc(COc2ccc(Nc3ncnn4ccc(CN5CCCNCC5)c34)cc2Cl)c1,4.64,15.36,0.3,2.75,11.07
O=C(CO)NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,3.08,13.09,0.24,3.84,6.15
O=C(NO)[C@H]1CCCC[C@@H]1C(=O)N1CCN(c2ccccc2)CC1,1.65,19.09,0.36,4.68,8.68
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,3.41,15.55,0.29,2.71,8.19
CN(C)C/C=C/C(=O)Nc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1O[C@@H]1CCOC1,4.39,16.89,0.33,3.82,9.26
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1,2.32,16.55,0.3,2.55,5.22
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2c1,4.4,21.01,0.46,3.74,12.16
CS(=O)(=O)CCNCc1cc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)cs1,6.67,12.45,0.26,0.84,8.06
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC[C@@]12COC[C@@H]1C2,4.64,14.96,0.29,3.02,8.64
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC12COCC1C2,4.64,13.75,0.27,2.4,7.95
CCCCn1c(Sc2cc(OC)ccc2OC)nc2c(N)ncnc21,3.38,15.18,0.3,2.08,6.19
CCCCn1c(Cc2cc(OC)ccc2Br)nc2c(N)ncnc21,3.57,13.06,0.29,1.53,6.46
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,6.14,13.83,0.27,1.9,7.56
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,4.28,12.15,0.24,1.15,7.9
O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)nn1)NO,5.78,10.62,0.21,0.37,4.39
O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)nn1)NO,5.39,11.1,0.22,0.88,4.48
O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)nn1)NO,4.49,14.43,0.28,2.29,5.75
CC(=O)N1N=C(c2ccccc2)CC1c1ccc(C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1,3.65,10.52,0.19,1.2,4.05
COc1ccc(CC(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1,2.4,13.01,0.27,2.02,6.1
COc1cc2c(Nc3ccc(-c4nc5ccccc5s4)cc3C)ncnc2cc1OCCCN1CCN(C)CC1,5.98,11.37,0.22,0.33,8.34
Clc1cc(Nc2ncnc3cc[nH]c23)ccc1Oc1ccccc1,5.15,23.15,0.44,2.65,12.41
Clc1ccccc1Oc1ccc(Nc2ncnc3cc[nH]c23)cc1Cl,5.8,21.44,0.43,2.16,12.67
OCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21,5.27,20.2,0.41,3.12,11.62
OCCOCCn1ccc2ncnc(Nc3ccc(Oc4cccc(OC(F)(F)F)c4)c(Cl)c3)c21,5.53,15.87,0.32,2.55,8.91
OCCNCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,5.22,16.49,0.33,2.89,9.63
O=C(CO)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,4.75,16.54,0.33,3.62,8.26
CC(C)(O)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,5.53,14.65,0.29,2.29,7.72
CS(=O)(=O)O.O=C(CCO)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,5.14,16.45,0.32,3.41,8.44
O=C1CSC(N/N=C/c2cccc(Br)c2)=N1,2,16.73,0.43,2.99,9.27
NP(=O)(OCCCOc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1)N(CCCl)CCCl,7.38,8.78,0.19,-1.61,5.16
Cc1nnc(-c2cn3ncnc(Nc4cnc5[nH]ccc5c4)c3c2C(C)C)o1,3.83,16.83,0.31,2.47,5.74
CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)OCC1CCCNC1,4.11,14.37,0.26,3.43,6.43
CN(C(=O)c1ccccc1)C1CN[C@H](C(=O)N2CC=C(c3ccccc3)CC2)[C@@H](C(=O)NO)C1,1.93,17.3,0.32,6.07,7.84
Cl.O=C(NO)[C@H]1CC(OC(=O)N2CCCC2)CN[C@@H]1C(=O)N1CC[C@H](c2ccccc2)C1,1.09,17.54,0.33,6.46,6.79
Nc1ccc(-c2cc3c(Nc4ccc(Oc5cccc(C(F)(F)F)c5)c(Cl)c4)ncnc3s2)cc1,8.15,11.35,0.23,-2.33,7.97
COCCOc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)CC(C)(C)C)CC4)c(C)c3)c2c1,5.51,13.66,0.26,1.41,8.07
CNc1cc2c(Nc3ccc(Oc4ccc(C(=O)NCC(C)(C)C)cc4)c(C)c3)ncnc2cn1,5.69,16.76,0.31,2.2,7.8
Cc1cc(Nc2ncnc3cnc(N4CCOCC4)cc23)ccc1OC1CCN(C(=O)C2CCCC2)CC1,4.47,14.48,0.27,3.01,8.07
COCCOc1cc2ncnc(Nc3ccc(OC4CCN(C(=O)C5CCCC5)CC4)c(C)c3)c2cc1OCCOC,5.29,10.84,0.2,0.99,6.02
Cc1cc(Nc2ncnc3cnc(N4CCOCC4)cc23)ccc1OC1CCN(C(=O)Nc2c(F)cccc2F)CC1,5.27,13.54,0.25,2.53,7.44
O=S(=O)(Nc1ccc(Cl)cc1O)c1ccccc1,2.85,15.89,0.34,1.66,6.79
CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NC/C=C/CCC[C@@H]3C[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]4(C)[C@H]3O)=C(C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O,6.93,7.79,0.15,0.07,3.39
CN(C)Cc1ccc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)o1,7.13,13.43,0.27,-0.29,10.78
Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5cccs5)cc34)cc2Cl)c1,7.53,15.74,0.32,-0.16,15.66
CS(=O)(=O)CCNCc1cc(-c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2)cs1,6.67,10.82,0.23,-0.15,7
O=C1CSC(N/N=C/c2ccc(Br)cc2)=N1,2,18.83,0.48,3.61,10.43
CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,5.92,14.18,0.28,1.85,7.67
O=C(NCCO)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)c(Cl)c2)NCC1,5.19,15,0.3,2.43,7.03
Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccc(C(C)C)cc1,3.48,14.56,0.27,1.52,5.73
Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccccc1Br,3.12,11.44,0.26,1.23,4.98
Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1cccc([N+](=O)[O-])c1,2.26,13.61,0.26,2.45,3.61
C=CC(=O)Nc1cccc(-c2c[nH]c3ncnc(Nc4ccc5c(ccn5Cc5ccccc5)c4)c23)c1,6.5,16.72,0.3,1.6,9.25
CN(C)/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,3.24,21.51,0.4,5.46,8.94
Fc1cccc(COc2ccc(Nc3ncnc4cc(-c5ccco5)sc34)cc2Cl)c1,7.07,13.61,0.27,-0.92,10.22
CCc1c(C(=O)O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,4.13,17.94,0.33,3.27,7.6
CCc1c(C(=O)OCCCn2ccnc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,4.88,12.72,0.23,1.74,6.36
CN(C)/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,3.24,19.34,0.36,4.58,8.05
COc1ccc(I)c(Sc2nc3c(N)ncnc3n2CCNCC(C)(C)C)c1,3.81,13.75,0.34,3.24,7.75
O=C(/C=C/c1cccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)c1)NO,6.93,14.71,0.28,1.03,8.26
Nc1ccccc1NC(=O)/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,8.24,13.3,0.25,-0.18,6.99
Nc1ccccc1NC(=O)/C=C/c1cccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)c1,8.65,12.75,0.24,-0.8,7.69
Nc1ccccc1NC(=O)CCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1,8.57,13.47,0.25,-0.24,8.15
CCNCc1cncc(-c2cnc3[nH]nc(-c4nc5cc(F)ccc5[nH]4)c3c2)c1,3.81,13.66,0.25,1.48,5.56
CCNCc1cncc(-c2cnc3[nH]nc(-c4nc5cc(N6CCN(C)CC6)ccc5[nH]4)c3c2)c1,3.42,12.77,0.23,2.55,5.87
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,6.14,10.79,0.21,0.13,5.89
Cc1ccc(Oc2ccc(Nc3ncnc4cccc(O[C@@H](C)C(=O)N(C)C)c34)cc2C)cn1,5.03,16.44,0.3,2.49,8.41
Cc1ccc(Oc2ccc(Nc3ncnc4cccc(O[C@H](C)C(=O)N(C)C)c34)cc2C)cn1,5.03,16.69,0.31,2.61,8.54
C[C@@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)CCO,4.22,14.78,0.28,3.29,6.84
COc1cc(C2=C(c3cn(COC(C)(C)C)c4ccccc34)CNC2=O)cc(OC)c1OC,4.48,10.21,0.19,0.12,6.49
O=C1CSC(N/N=C/c2ccc(O)cc2)=N1,0.95,21.93,0.44,4.21,6.97
O=C1CSC(N/N=C/c2cccc([N+](=O)[O-])c2)=N1,1.15,16.74,0.34,3.27,4.56
O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1)NO,4.49,13.65,0.27,1.92,5.44
OCCCCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,6.8,15.94,0.31,1.02,10.84
COc1cc2ncnc(N[C@H](C)c3ccccc3)c2cc1OCCCCCCC(=O)NO,4.65,17.23,0.32,2.91,7.16
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,4.22,17.38,0.32,3.44,7.72
CC(C)N(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,4.42,15.36,0.33,2.53,9.9
COCCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,4.64,15.18,0.3,2.77,8.36
CCOCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,4.64,15.12,0.3,2.74,8.32
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,4.39,16.16,0.32,3.46,8.86
O=C(O)CNCc1ccc(-c2cc3c(Nc4ccc(OCc5ccccc5)cc4)ncnc3cn2)o1,4.78,16.04,0.29,2.94,6.31
CC(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21)S(C)(=O)=O,5.19,14,0.29,2.96,7.07
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,5.93,12.98,0.25,1.3,6.43
O=S(=O)(NCCc1cccc(F)c1)c1cc(-c2cccc3c2Sc2ccccc2S3)cc(C(F)(F)F)c1,7.65,8.87,0.18,-2.67,10.79
CN1CCN(c2ccc3[nH]c(-c4n[nH]c5ncc(-c6cncc7ccccc67)cc45)nc3c2)CC1,4.47,11.26,0.2,0.72,5.79
COCc1cccc2[nH]c(-c3n[nH]c4ncc(-c5cncc6ccccc56)cc34)nc12,4.86,17.4,0.31,2.21,7.65
Fc1cccc(COc2ccc(Nc3cc(-c4ccccc4)ncn3)cc2Cl)c1,6.26,12.81,0.24,-1.06,11.06
O=C(Nc1ccc(Br)cc1)c1ccc(N(CCCl)CCCl)cc1,4.99,13.43,0.33,0.6,17.28
