Smiles,AlogP,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI
CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCCC1,5.76,14.1,0.26,1.96,7.94
CCOc1cc2ncnc(Nc3ccc(NS(=O)(=O)c4ccccc4)cc3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1,4.32,10.86,0.21,2.22,5.08
CNC(=O)NCc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1,4.82,13.85,0.26,2.34,7.09
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,3.3,11.95,0.23,1.5,5.1
CCC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,4.52,17.05,0.34,1.87,8.39
CCC(=O)Nc1cc2c(Nc3ccc4c(ccn4Cc4ccccc4)c3)ncnc2cc1OC,5.73,15.3,0.28,1.18,8.52
CCC(=O)Nc1cc2c(Nc3ccc4c(ccn4Cc4ccco4)c3)ncnc2cc1OC,5.33,13.83,0.25,0.78,6.48
CCC(=O)Nc1cc2c(Nc3ccc4c(c3)CCN4Cc3ccccn3)ncnc2cc1OC,4.69,13.3,0.24,1.36,6.55
CCC(=O)Nc1cc2c(Nc3ccc(OCc4ccccc4)cc3)ncnc2cc1OC,5.31,14.92,0.27,1.08,7.49
CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,5,13.43,0.25,2.57,7.11
CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1C[C@@H](C)N[C@@H](C)C1,5.35,13.07,0.24,2.37,7.07
CCOc1cc2ncnc(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,4.79,11.42,0.22,2.21,5.48
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,4.39,14.68,0.29,2.74,8.05
COCCN(C)C(=O)[C@@H](C)Oc1cccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c12,5.05,13.8,0.26,1.87,7.01
CNC(=O)[C@@H](C)Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,4.51,15.48,0.3,2.67,7.31
C[C@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)C,4.86,15.41,0.3,2.51,8.23
O=C(NCCc1ccc(O)c(Br)c1)/C(Cc1cc(Br)c(O)c(-c2cc(C/C(=N/O)C(=O)NCCc3ccc(O)c(Br)c3)cc(Br)c2O)c1)=N\O,6.69,6.03,0.16,-1.01,2.78
O=C1N/C=C/c2ccc(c(Br)c2)Oc2cc(cc(Br)c2O)CCNC(=O)/C(=N/O)Cc2ccc(c(Br)c2)Oc2cc(cc(Br)c2O)C/C1=N\O,7.94,5.92,0.15,-2.39,3.05
Brc1ccc(C2=NN(c3nc(-c4ccc(Br)cc4)cs3)C(c3ccc4c(c3)OCCO4)C2)cc1,7.46,10.61,0.25,-1.12,13.5
Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1cccc(F)c1,2.5,14.96,0.28,2.28,5.47
Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1cccc2ccccc12,3.51,15.08,0.28,1.79,6.07
NS(=O)(=O)c1ccc(Nc2nc(N3CCOCC3)nc3[nH]cnc23)cc1,0.58,13.32,0.26,4.42,3.59
COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCN1CCNCCNCC1,5.02,13.47,0.26,3,8.64
N#Cc1n[nH]nc1-c1ccc(F)cc1,1.48,23.92,0.44,3.02,6.89
CC(C)c1ccc(-c2n[nH]nc2C#N)cc1,2.47,22.94,0.42,2.4,7.45
CC(=O)N1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,3.67,12.46,0.23,2.54,7.43
O=C(CSC(=S)N1CCCCC1)Nc1cccc(NC(=O)c2ccccn2)c1,3.78,16.84,0.34,3.2,9.39
Cc1ccn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,4.18,19.63,0.35,2.78,11.59
COCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,4.17,14.28,0.26,2.21,8.12
CNC(=O)CN1CCC(Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)CC1,3.9,14.33,0.28,3.15,7.96
Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3ccccn3)cc2Cl)c1,5.39,16.85,0.32,1.87,12.11
COc1cc2ncnc(Nc3ccc(OC4CCN(C(=O)Nc5c(F)cccc5F)CC4)c(C)c3)c2cc1OC,6.05,14.05,0.26,1.67,7.89
Cc1cc(Nc2ncnc3cnc(N4CCOCC4)cc23)ccc1OC1CCN(C(=O)CC(C)(C)C)CC1,4.72,14.73,0.27,2.92,8.24
COc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)CC(C)(C)C)CC4)c(C)c3)c2c1,5.5,15.17,0.28,1.52,9.16
COCCOc1cc2ncnc(Nc3ccc(OC4CCN(C(=O)Nc5c(F)cccc5F)CC4)c(C)c3)c2cc1OCCOC,6.09,9.53,0.18,-0.01,5.22
CCO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,3.71,20.11,0.37,4.44,7.9
CO/N=C/c1c(N)ncnc1Nc1cccc(Br)c1,2.55,19.41,0.45,3.7,7.32
CCOC(=O)c1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1C,4.36,15.71,0.29,2.34,7.76
CCc1c(C(=O)N(C)C)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,4.14,14.34,0.26,2.16,7.84
CCNCc1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1CC,4.54,11.78,0.21,0.47,6.96
CO/N=C/c1c(N)ncnc1Nc1ccc2c(ccn2Cc2cccc(F)c2)c1,3.92,19.39,0.36,3.65,8.38
CO/N=C/c1c(N)ncnc1Nc1ccc2[nH]ncc2c1,1.66,19.01,0.35,3.72,4.72
Clc1cc(Nc2ncnc3nn4ccccc4c23)ccc1OCc1ccccc1,5.25,16.67,0.32,1.45,10.41
NC1CCN(Cc2ccn3ncnc(Nc4cccc(Br)c4)c23)CC1,3.16,20.93,0.46,5.24,11.75
Cn1ncc2cc(Nc3ncnn4ccc(CN5CCC(N)CC5)c34)ccc21,2.28,17.12,0.31,4.16,7.22
O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccc(Cl)cc2)=N1,4.88,12.03,0.29,0.35,11.62
Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Br)cc3)C2)cc1,4.54,14.41,0.33,1.43,13.26
CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,3.32,20.24,0.37,4.6,7.67
COc1ccc(/N=C/c2c(N)ncnc2Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)cc1,5.1,14.82,0.27,1.83,6.71
COC[C@H]1CCCN1/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,3.78,15.05,0.28,3.36,6.71
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,4.75,12.59,0.27,0.58,6.12
COc1ccc(I)c(Sc2nc3c(N)ncnc3n2CCCNC(C)C)c1,3.56,13.53,0.34,3.18,7.42
CCCCn1c(Cc2cc(OC)ccc2OC)nc2c(N)ncnc21,2.82,14.41,0.27,2.1,5.59
Oc1ccc(CN(Cc2cc(Cl)cc(Cl)c2O)C(=S)Nc2ccccc2)cc1,5.8,13.64,0.29,0.11,10.6
COc1ccc2nc(-c3ccc(Nc4ncnc5cc(OCCCN6CCN(C)CC6)c(OC)cc45)cc3)sc2c1,5.68,12.07,0.23,1.21,8.11
O=C1Nc2ccccc2/C1=C/c1ccc(N2CCCCC2)cc1,4.17,13.25,0.24,-0.14,12.47
CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,4.1,20.38,0.44,3.67,11.61
O=C(C#CCN1CCOCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,2.84,17.2,0.33,4.75,8.22
Nc1ccccc1NC(=O)/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1,8.65,12.7,0.24,-0.83,7.66
Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5ccco5)cc34)cc2Cl)c1,7.07,17.38,0.35,0.78,13.05
COCCOc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)Nc5c(F)cccc5F)CC4)c(C)c3)c2c1,6.06,13.27,0.25,1.42,7.65
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.61,13.46,0.36,-1.13,13.54
O=C1CSC(N/N=C/c2cc(Br)cc(Br)c2O)=N1,2.47,13.81,0.41,2.96,7.33
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,4.2,17.96,0.33,3.6,7.39
CCNC(=O)O[C@H]1CN[C@@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,5.63,13.6,0.27,2.07,7.9
CCOC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,6.06,12.11,0.24,0.81,7.26
FC(F)(F)c1ccccc1Oc1ccc(Nc2ncnc3cc[nH]c23)cc1Cl,6.17,17.1,0.34,0.75,11.02
Cc1cccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2Cl)c1,5.46,23.77,0.46,2.88,13.27
Cc1ccc(Oc2ccc(Nc3ncnc4cccc(O[C@@H](C)C(=O)N5CCOCC5)c34)cc2C)cn1,4.8,14.92,0.28,2.66,7.55
C[C@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)CCO,4.22,13.98,0.27,2.88,6.47
CN1CCN(C(=O)COc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,4.15,12.44,0.24,2.31,6.96
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,6.14,13.78,0.27,1.87,7.53
CCN(CC)Cc1cccc2[nH]c(-c3n[nH]c4ncc(-c5cncc6ccccc56)cc34)nc12,5.56,15.75,0.28,1.49,8.16
CS(=O)(=O)CCNCc1ccc(-c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2)o1,6.2,14,0.29,2.02,7.73
N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S,1.29,23.81,0.48,3.95,5.81
Cc1cc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)ncn1,4.9,15.09,0.3,0.29,11.03
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCCCN1CCOCC1,5.36,13.79,0.27,1.46,11.47
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCCNCc1ccccc1,6.43,12.16,0.23,-0.34,10.31
COc1cc(Nc2ncnc3ccc(-c4ccc(CNCCS(C)(=O)=O)o4)cc23)ccc1OCc1cccc(F)c1,5.49,12.22,0.23,1.56,6.1
CCOC(=O)c1cn2ncnc(Nc3cccc(Br)c3)c2c1CC,3.97,14.19,0.31,1.55,8.06
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)cc4)c3c2)o1,5.49,13.74,0.26,2.02,7.06
COc1cc(Nc2c(C#N)cnc3cc4cc(OCCN5CCOCC5)c(OC)cc4cc23)c(Cl)cc1Cl,6.04,10.12,0.2,-0.44,6.3
O=C(C#CCO)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,3.1,23.4,0.46,5.58,9.96
C#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,3.71,23.75,0.52,5.01,13.03
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2c1,4.4,21.01,0.46,3.74,12.16
COCOCC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,3.7,18.23,0.39,4.35,9.42
Oc1cccc(Nc2ccnc3[nH]c4ccccc4c23)c1,4.17,21.38,0.38,1.72,9.66
CC(=O)c1ccc2[nH]c3nccc(Nc4cccc(N)c4)c3c2c1,4.24,18.29,0.33,1.55,6.9
COc1ccc(-c2csc(N3N=C(c4ccc(Br)cc4)CC3c3ccc4c(c3)OCCO4)n2)cc1,6.71,10.72,0.23,-0.83,10.47
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCCCC2)CCO4)c1,4.12,14.41,0.26,2.42,9.26
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN(CC)CC)CCO4)c1,3.98,14.95,0.27,2.62,9.35
O=C(CNCCO)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,4.27,16.1,0.31,3.71,7.36
NCCCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,4.27,14.98,0.28,2.62,7.23
OC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,3.97,15.27,0.28,3.23,8.62
COc1cc(N2CCC(N3CCCCC3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4ccc(Cl)cc4F)c3)nc3ccccn23)n1,8.71,8.2,0.15,-2.71,6
C=CCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,5.52,16.85,0.3,0.94,11.48
CCS(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,5.19,13.87,0.28,2.88,7.01
CC(C)(C)S(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,5.97,12.87,0.26,1.88,6.82
Cc1cc(Nc2ncnc3cnc(N(C)C)cc23)ccc1OC1CCN(C(=O)Nc2c(F)cccc2F)CC1,5.5,14.39,0.27,2.18,8.04
CNc1cc2c(Nc3ccc(OC4CCN(C(=O)Nc5c(F)cccc5F)CC4)c(C)c3)ncnc2cn1,5.47,14.63,0.27,2.13,7.29
COCCOc1cc2ncnc(Nc3ccc(OC4CCN(C(=O)Nc5c(F)cccc5F)CC4)c(C)c3)c2cc1OCCOC,6.09,10.41,0.2,0.55,5.71
COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(Oc4cccc(C(=O)NCC(C)(C)C)c4)c(C)c3)c2c1,5.36,12.3,0.23,1.6,6.08
O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)nn1)NO,4.88,13.95,0.27,1.87,5.73
CCOCc1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1CC,4.97,13.72,0.25,0.88,8.45
CCN(CC)CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,3.84,14.58,0.28,2.38,7.5
O=C(C#CCN1CCOCC1)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,3.44,14.83,0.29,3.08,8.22
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,4.28,14.47,0.28,2.18,9.4
CC(C)(O)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21.CS(=O)(=O)O,5.12,16.55,0.33,3.54,7.58
C=CC(=O)NCC(=O)Nc1cccc(Nc2ncc(NC(=O)c3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)cn2)c1,5.29,13.2,0.25,2.86,5.29
O=C1CSC(N/N=C/c2ccc([N+](=O)[O-])cc2)=N1,1.15,19.19,0.38,3.92,5.23
O=C(Nc1ccccc1)N(Cc1ccc(F)cc1)Cc1cccc(Cl)c1O,5.42,14.19,0.28,0.04,10.39
C#Cc1cccc(Nc2ncnc3ccc(-c4cnn(C)c4)cc23)c1,3.76,19.14,0.34,2.47,11.2
O=C(CCCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)NO,5,17.01,0.34,2.36,7.64
COc1cc2ncnc(N[C@@H](C)c3ccc(Cl)cc3)c2cc1OCCCCCCC(=O)NO,5.3,13.22,0.26,0.95,5.92
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.O,6.14,11.89,0.24,0.77,6.49
CC(=O)N1N=C(c2ccc(F)cc2)CC1c1ccc(C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1,3.79,11.24,0.21,1.6,4.49
COC/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,4.28,12.23,0.27,0.77,6.64
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,5.54,13.96,0.28,2.46,7.81
Cc1ccc(C2CC(c3ccc(Cl)cc3)=NN2C2=NC(=O)CS2)cc1,4.43,13.76,0.28,0.66,11.3
COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Cl)cc3)C2)cc1,4.13,13.27,0.27,0.99,9.44
COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(C)cc3)C2)cc1,3.78,14.05,0.27,1.35,9.46
COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(OC)cc3)C2)cc1,3.48,13.05,0.25,1.5,7.84
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2n1,3.79,19.54,0.43,3.8,9.51
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)N1CCc2ccccc21,2.59,17.33,0.32,2.72,6.28
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCc1ccccc1,2.36,15.04,0.28,2.28,4.97
Cc1ccn2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c12,5.15,16.63,0.32,1.22,12.37
Cc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,4.32,18.95,0.34,2.74,11.75
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cn1,5.2,14.55,0.28,2.18,7.99
Cn1cc(-c2ccc3ncnc(Nc4ccc5ncccc5c4)c3c2)cn1,4.32,17.19,0.31,1.74,8.84
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,5.16,15.62,0.3,2.18,9.25
Oc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,4.66,19.16,0.35,1.92,9.78
COc1cc(N2CCC(N3CCCCC3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4ccc(F)cc4Cl)c3)nc3ccccn23)n1,8.71,8.2,0.15,-2.71,6
Cc1ncc([N+](=O)[O-])n1CC(=O)NS(=O)(=O)c1ccc(Cl)cc1,1.26,15.24,0.32,4.21,4.4
O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1)c1ccccc1,6.35,14.5,0.27,1.97,8.6
OCCOCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,5.65,16.82,0.33,2.64,10.18
OCCOCCn1ccc2ncnc(Nc3cnc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,5.04,16.11,0.32,2.92,8.44
OCCSCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,6.36,15.77,0.32,1.67,11.12
C=CC(=O)N1CCC[C@H]1C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3F)ncnc2cc1OCCOC,4.45,14.56,0.29,3.29,7.33
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,3.41,17.59,0.33,3.51,9.26
NC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,5.24,17.29,0.33,2.33,7.41
Cc1cncc(COc2ccc(Nc3ncnn4ccc(CN5CCC(N)CC5)c34)cc2Cl)c1,4.33,15.11,0.29,2.89,7.72
NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,3.93,16.23,0.3,3.71,8.55
FC(F)(F)c1c[nH]c(-c2n[nH]cc2/C=C/c2cncc3ccccc23)n1,4.54,12.62,0.24,-0.05,6.38
COc1cc2c(Nc3ccc(-c4nc5ccc(F)cc5s4)cc3)ncnc2cc1OCCCN1CCN(C)CC1,5.81,9.23,0.18,-0.65,6.82
C#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,3.1,23.41,0.51,5.52,10.8
CCCCN(CC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)CCCC,6.01,13.14,0.25,0.32,9.03
CC(=O)Nc1ccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1,5.95,11.79,0.22,-0.21,7.54
CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,4.57,13.36,0.28,0.84,6.96
CC(C)(C)c1cc(/C=C2\C(=O)Nc3ccccc32)cc(C(C)(C)C)c1O,5.48,11.99,0.22,-1.29,8.49
CNC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,4.19,15,0.28,3.08,9.65
Cc1cccc2[nH]c(-c3n[nH]c4ncc(-c5cncc6ccccc56)cc34)nc12,5.02,15.94,0.28,0.98,7.22
Cc1ccc(Oc2ccc(Nc3ncnc4cccc(O[C@H](C)C(=O)N(C)CCO)c34)cc2C)cn1,4.4,14.69,0.27,2.76,6.53
Clc1cc(Nc2ncnc3[nH]nc(OCCN4CCNCC4)c23)ccc1OCc1ccccn1,3.01,14.33,0.28,3.88,6.09
CNCCOc1n[nH]c2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,3.32,14.09,0.27,2.68,5.46
C[C@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12)C(=O)N(C)C,4.77,16.97,0.31,3.45,9.65
C[C@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12)C(=O)N1CCOCC1,3.79,13.45,0.25,3.06,6.39
C[C@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12)C(=O)N(C)C,4.02,15.18,0.28,3.08,7.24
COc1cc(/C=C(\C#N)C(N)=O)cc(CSCc2ccccc2)c1O,3.23,14.11,0.27,1.77,5.19
O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccc(Br)cc2)=N1,4.88,12.46,0.3,0.54,12.03
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,4.75,13.49,0.26,2.27,6.86
CS(=O)(=O)CCN(CCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(=O)C(F)(F)F,5.55,9.75,0.19,0.46,5.43
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,3.69,24.79,0.48,4.83,10.68
CN(c1ccc(F)c(NC(=O)c2cccc(OC(C)(C)C#N)c2Cl)c1)c1ccc2nc(NC(=O)C3CC3)sc2n1,6.53,10.22,0.2,-0.61,4.92
Fc1cccc(COc2ccc(Nc3ncnc4cc(C#C[C@@H]5CCCN5)sc34)cc2Cl)c1,5.91,15.17,0.3,1.36,12.3
CCOC(=O)N[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,5.63,12.56,0.25,1.48,7.3
COc1cc2ncnc(Nc3ccc(-c4cc(-c5ccc(Br)cc5)c(C#N)c(=N)[nH]4)cc3)c2cc1OC,6.17,10.81,0.22,-0.19,5
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(S(=O)(=O)c4ccccc4)cc3)c2c1,4,12.32,0.25,2.83,5.37
Cc1cccc2c1/C(=C/c1ccc(N3CCOCC3)cc1)C(=O)N2,3.32,13.04,0.24,0.86,10.05
CCN(CC)C(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,6.37,12.29,0.24,0.93,8.24
Nc1ncnc2c1c(-c1ccc3nc(Cc4cccs4)[nH]c3c1)nn2[C@H]1CC[C@H](N2CCOCC2)CC1,4.42,12.83,0.24,2.18,5.96
Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccc(-c2ccccc2)cc1,4.02,15.02,0.28,1.65,6.5
COc1ccc(I)c(Sc2nc3c(N)ncnc3n2CCC=C(C)C)c1,4.53,13.36,0.34,1.9,8.16
CCc1c(C(=O)NC)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,3.79,16.18,0.29,3.1,7.72
Cn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21,5.81,22.02,0.45,2.67,16.32
CN(C)C(=O)O[C@H]1CN[C@@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,5.59,12.72,0.25,1.61,8.13
COc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(C)c3)c2cc1OC,4.67,18.02,0.33,2.58,9.25
COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCOP(N)(=O)N(CCCl)CCCl,7.39,8.67,0.18,-1.43,4.92
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCCC1,6.12,12.66,0.25,1.37,8.46
OC1CCN(CCCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,3.95,16.12,0.31,4.27,6.78
COC1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,4.21,16.47,0.32,4.19,7.61
COc1cc(Nc2ncnc3cccc(O[C@H](C)C(=O)N4CCOCC4)c23)ccc1Oc1ccc(C)nc1,4.5,14.82,0.27,3.14,7.08
CNC(=O)[C@@H](C)Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,4.42,15.4,0.28,2.82,7.71
Cc1ccc(Oc2ccc(Nc3ncnc4cccc(O[C@H](C)C(=O)N(C)C)c34)cc2C)cn1,5.03,16.69,0.31,2.61,8.54
